,Customer,State,Customer Lifetime Value,Response,Coverage,Education,Effective To Date,EmploymentStatus,Gender,Income,Location Code,Marital Status,Monthly Premium Auto,Months Since Last Claim,Months Since Policy Inception,Number of Open Complaints,Number of Policies,Policy Type,Policy,Renew Offer Type,Sales Channel,Total Claim Amount,Vehicle Class,Vehicle Size
810,KW56110,Oregon,18361.55525,No,Basic,Bachelor,2/28/11,Unemployed,M,0,Suburban,Single,182,3,56,0,2,Personal Auto,Personal L2,Offer1,Web,1310.4,Luxury Car,Medsize
1647,HJ58678,Nevada,5418.152088,No,Basic,College,10/2/2011,Employed,F,57587,Urban,Divorced,68,4,83,0,7,Personal Auto,Personal L2,Offer3,Agent,257.090387,Four-Door Car,Medsize
8220,ZR79373,Arizona,10179.71704,Yes,Premium,Bachelor,5/1/2011,Retired,F,14290,Suburban,Married,271,20,40,0,1,Personal Auto,Personal L3,Offer1,Agent,1300.8,Luxury SUV,Medsize
323,BQ51587,California,5411.953687,No,Basic,College,7/2/2011,Unemployed,F,0,Suburban,Single,73,1,22,0,5,Personal Auto,Personal L2,Offer2,Call Center,365.364581,Four-Door Car,Medsize
3097,DB79694,Arizona,5979.724161,Yes,Extended,High School or Below,7/2/2011,Employed,F,57693,Suburban,Divorced,76,16,56,0,3,Corporate Auto,Corporate L3,Offer2,Agent,547.2,Four-Door Car,Medsize
3668,JT69863,Arizona,2410.105206,No,Basic,Bachelor,2/23/11,Medical Leave,M,16258,Suburban,Married,64,13,84,0,1,Personal Auto,Personal L2,Offer3,Branch,307.2,Two-Door Car,Medsize
149,EK59571,Oregon,3885.456401,Yes,Premium,College,2/28/11,Unemployed,M,0,Suburban,Married,105,3,92,0,1,Corporate Auto,Corporate L2,Offer1,Branch,504.0,Four-Door Car,Large
6501,XY36764,California,2771.045031,Yes,Basic,College,11/1/2011,Employed,F,50071,Rural,Single,71,3,32,0,1,Personal Auto,Personal L2,Offer2,Agent,18.918935,Two-Door Car,Medsize
4931,NM91640,Oregon,2442.216651,No,Basic,High School or Below,7/1/2011,Unemployed,M,0,Suburban,Single,74,15,9,3,1,Personal Auto,Personal L1,Offer4,Branch,532.8,Four-Door Car,Medsize
9011,NC80854,California,4940.940943,No,Basic,College,9/1/2011,Unemployed,F,0,Suburban,Single,71,22,57,0,9,Personal Auto,Personal L2,Offer3,Agent,511.750971,Four-Door Car,Medsize
1460,XS22323,Arizona,6005.214792,Yes,Extended,High School or Below,12/1/2011,Employed,M,26876,Suburban,Single,76,17,72,0,8,Personal Auto,Personal L3,Offer1,Agent,364.8,Four-Door Car,Medsize
4541,RA43827,Oregon,8628.303301,No,Basic,High School or Below,1/13/11,Unemployed,F,0,Suburban,Single,117,11,63,0,5,Special Auto,Special L2,Offer2,Branch,842.4,SUV,Medsize
3342,SO38188,Oregon,5308.617246,No,Extended,Bachelor,1/24/11,Employed,M,40178,Suburban,Married,136,7,13,0,1,Special Auto,Special L2,Offer1,Agent,652.8,SUV,Medsize
5995,AN80983,Oregon,5218.343293,No,Basic,College,1/23/11,Employed,M,85721,Suburban,Married,65,12,45,0,5,Corporate Auto,Corporate L2,Offer4,Web,312.0,Four-Door Car,Medsize
2291,PN47493,Oregon,2680.900678,No,Basic,College,11/2/2011,Employed,F,41968,Urban,Married,67,11,96,0,1,Corporate Auto,Corporate L3,Offer1,Agent,183.207703,Four-Door Car,Medsize
7186,YG68142,Oregon,5864.381825,No,Basic,High School or Below,11/2/2011,Employed,F,72032,Suburban,Married,72,10,73,0,4,Personal Auto,Personal L2,Offer2,Web,438.149129,Four-Door Car,Medsize
8613,NY90858,California,6765.800532,No,Extended,College,2/24/11,Employed,M,59034,Urban,Married,85,0,85,0,3,Personal Auto,Personal L3,Offer1,Agent,378.75258,Four-Door Car,Medsize
6662,EZ48093,Arizona,2710.811423,No,Basic,Bachelor,9/2/2011,Employed,M,31998,Suburban,Married,69,31,70,0,1,Corporate Auto,Corporate L3,Offer3,Branch,331.2,Four-Door Car,Small
5588,AB73565,California,7725.535708,No,Extended,Bachelor,7/2/2011,Employed,M,96748,Suburban,Married,96,13,68,0,9,Personal Auto,Personal L3,Offer2,Branch,460.8,Two-Door Car,Medsize
8336,JB23570,California,10593.59462,No,Extended,College,12/2/2011,Employed,M,94042,Suburban,Married,132,13,67,0,9,Corporate Auto,Corporate L2,Offer4,Branch,633.6,SUV,Medsize
2236,IE84844,Nevada,4722.237214,No,Basic,High School or Below,6/2/2011,Unemployed,F,0,Suburban,Single,65,29,32,0,3,Personal Auto,Personal L2,Offer3,Agent,655.489027,Four-Door Car,Medsize
2093,VF73104,Arizona,5016.827946,No,Basic,High School or Below,6/2/2011,Employed,F,20868,Rural,Married,63,19,13,0,8,Personal Auto,Personal L3,Offer3,Agent,134.629643,Four-Door Car,Medsize
5138,CQ81839,Oregon,21418.35544,No,Extended,College,2/19/11,Employed,F,21897,Suburban,Single,139,19,67,0,2,Personal Auto,Personal L2,Offer2,Web,667.2,SUV,Medsize
2489,KI45566,Nevada,7331.508054,No,Basic,College,1/29/11,Unemployed,M,0,Rural,Married,100,1,25,0,4,Personal Auto,Personal L2,Offer1,Branch,61.580247,Sports Car,Small
1236,TL43709,Washington,8972.140307,No,Basic,Bachelor,1/27/11,Employed,M,89689,Rural,Divorced,74,14,4,0,2,Personal Auto,Personal L3,Offer1,Branch,136.829537,Four-Door Car,Large
6976,KZ60207,Arizona,5007.672425,No,Basic,College,1/16/11,Employed,M,51523,Suburban,Married,62,31,0,0,3,Personal Auto,Personal L2,Offer4,Agent,297.6,Four-Door Car,Small
6018,JD19036,Arizona,16261.16768,No,Extended,Master,2/18/11,Employed,F,41671,Urban,Single,136,15,30,0,2,Personal Auto,Personal L1,Offer1,Agent,570.388228,SUV,Medsize
4899,EP64833,California,6179.699689,No,Extended,High School or Below,2/26/11,Unemployed,F,0,Suburban,Single,86,12,96,0,8,Corporate Auto,Corporate L3,Offer3,Call Center,412.8,Four-Door Car,Medsize
2939,JN69287,California,3479.760165,No,Extended,High School or Below,8/1/2011,Employed,M,35033,Suburban,Married,87,26,53,0,1,Personal Auto,Personal L2,Offer1,Agent,490.638202,Two-Door Car,Small
2154,HO50571,California,10208.92761,Yes,Extended,College,2/14/11,Employed,F,35482,Suburban,Married,129,21,59,0,3,Personal Auto,Personal L3,Offer1,Branch,619.2,SUV,Medsize
6102,HZ64168,California,40440.76481,No,Extended,Bachelor,2/15/11,Unemployed,M,0,Suburban,Single,129,23,59,0,2,Personal Auto,Personal L3,Offer1,Call Center,1191.319334,SUV,Medsize
8359,EQ90867,Oregon,5431.213625,No,Basic,College,2/19/11,Employed,M,57125,Suburban,Divorced,68,13,99,0,3,Corporate Auto,Corporate L1,Offer1,Agent,326.4,Four-Door Car,Small
42,IL19217,California,3939.00637,Yes,Extended,Bachelor,1/28/11,Employed,F,60021,Suburban,Married,99,12,28,0,1,Personal Auto,Personal L2,Offer2,Agent,882.871945,Four-Door Car,Small
6509,EX73249,Arizona,7706.956035,No,Basic,College,12/2/2011,Unemployed,F,0,Suburban,Single,73,3,33,0,2,Personal Auto,Personal L1,Offer1,Branch,350.4,Four-Door Car,Medsize
8146,OI39918,California,3443.301126,No,Extended,Bachelor,1/31/11,Medical Leave,M,16208,Suburban,Married,93,22,20,0,1,Personal Auto,Personal L3,Offer2,Call Center,446.4,Two-Door Car,Large
3546,BH36973,Oregon,2730.3538,No,Basic,College,3/2/2011,Employed,F,63401,Urban,Married,68,1,18,0,1,Personal Auto,Personal L1,Offer2,Agent,202.938048,Four-Door Car,Medsize
1193,GT54462,Arizona,14349.85991,No,Premium,Bachelor,5/2/2011,Employed,M,73222,Urban,Married,180,24,43,0,3,Personal Auto,Personal L1,Offer1,Call Center,821.51673,SUV,Large
1049,FH51383,California,5326.677654,No,Basic,High School or Below,7/2/2011,Employed,F,76717,Urban,Married,66,26,10,0,6,Personal Auto,Personal L3,Offer4,Call Center,300.528579,Two-Door Car,Large
1035,PO98961,Washington,6701.770088,No,Extended,College,2/19/11,Medical Leave,M,18400,Suburban,Married,89,26,52,0,8,Corporate Auto,Corporate L3,Offer2,Agent,640.8,Two-Door Car,Small
1852,BA40043,California,5799.826802,No,Basic,College,3/1/2011,Employed,M,60689,Rural,Single,74,29,67,0,7,Corporate Auto,Corporate L2,Offer2,Branch,5.746657,Four-Door Car,Medsize
1539,ZK54897,Arizona,14435.67365,Yes,Premium,Master,1/26/11,Employed,M,60880,Rural,Married,119,25,89,0,2,Personal Auto,Personal L3,Offer1,Agent,109.906628,Two-Door Car,Medsize
3477,PY98041,Oregon,5406.876611,No,Basic,Bachelor,1/20/11,Employed,M,27166,Suburban,Single,71,29,51,0,5,Personal Auto,Personal L3,Offer2,Web,340.8,Four-Door Car,Medsize
63,NN71951,California,24261.01777,No,Basic,High School or Below,1/27/11,Employed,F,66525,Rural,Married,100,0,86,0,2,Personal Auto,Personal L3,Offer1,Agent,104.331355,SUV,Medsize
9121,BB10681,California,4140.648654,No,Extended,College,1/17/11,Unemployed,F,0,Suburban,Divorced,123,5,35,2,1,Corporate Auto,Corporate L3,Offer1,Branch,590.4,SUV,Medsize
7972,MO41014,Arizona,4984.618655,Yes,Basic,Bachelor,11/1/2011,Employed,M,86305,Rural,Married,62,1,99,0,5,Corporate Auto,Corporate L2,Offer2,Call Center,80.73124,Four-Door Car,Medsize
2100,KI64666,Nevada,22445.28088,No,Basic,Bachelor,2/28/11,Unemployed,F,0,Suburban,Single,71,32,35,0,2,Personal Auto,Personal L2,Offer1,Call Center,511.2,Four-Door Car,Medsize
7213,HY46017,California,2776.772734,No,Basic,College,2/26/11,Employed,F,70793,Rural,Married,69,32,1,0,1,Personal Auto,Personal L3,Offer2,Web,62.625841,Four-Door Car,Large
4082,XT45580,Oregon,4089.463358,No,Basic,College,2/25/11,Employed,F,60759,Suburban,Single,104,20,85,0,1,Corporate Auto,Corporate L3,Offer3,Branch,499.2,SUV,Large
4420,XP52012,Arizona,24258.71383,No,Extended,High School or Below,1/25/11,Unemployed,M,0,Suburban,Single,89,35,22,0,2,Personal Auto,Personal L3,Offer1,Agent,538.689882,Two-Door Car,Medsize
5772,PV62583,Nevada,9799.175061,No,Extended,College,3/1/2011,Medical Leave,M,22166,Suburban,Married,126,10,22,0,6,Personal Auto,Personal L3,Offer1,Web,604.8,SUV,Medsize
1734,CV48634,Nevada,12128.4467,No,Basic,College,1/16/11,Employed,M,29431,Rural,Married,103,29,35,0,2,Personal Auto,Personal L2,Offer4,Call Center,237.896227,SUV,Medsize
906,RN78170,Arizona,8159.136579,No,Basic,College,1/15/11,Employed,F,40589,Suburban,Divorced,69,23,68,0,2,Corporate Auto,Corporate L3,Offer4,Branch,331.2,Four-Door Car,Medsize
6246,CD95333,California,5638.930838,No,Basic,Bachelor,10/1/2011,Employed,M,20920,Rural,Single,74,19,14,0,4,Personal Auto,Personal L1,Offer2,Branch,14.784843,Two-Door Car,Medsize
4865,QT39025,Arizona,4582.899414,No,Basic,Bachelor,1/18/11,Employed,F,66991,Urban,Married,115,1,71,0,1,Personal Auto,Personal L3,Offer2,Branch,399.617715,SUV,Medsize
5526,XW54288,California,3732.345012,No,Extended,Bachelor,10/2/2011,Employed,M,35461,Rural,Married,95,26,57,1,1,Corporate Auto,Corporate L3,Offer1,Agent,9.214343,Four-Door Car,Medsize
7298,VL58402,Washington,2580.849899,Yes,Basic,College,9/2/2011,Employed,M,46900,Suburban,Married,66,13,59,0,1,Personal Auto,Personal L2,Offer2,Web,316.8,Four-Door Car,Medsize
3407,BH28530,California,21592.10096,No,Premium,High School or Below,1/15/11,Employed,M,51204,Suburban,Married,181,28,23,0,2,Personal Auto,Personal L2,Offer4,Web,929.554445,Sports Car,Medsize
1012,UP71482,Arizona,7236.132483,No,Basic,High School or Below,11/1/2011,Unemployed,M,0,Suburban,Married,63,11,73,0,2,Personal Auto,Personal L1,Offer3,Call Center,383.363758,Four-Door Car,Large
7900,ZX73673,Arizona,5555.830205,Yes,Basic,Bachelor,6/2/2011,Employed,M,74015,Suburban,Single,72,12,61,0,6,Personal Auto,Personal L3,Offer2,Call Center,471.443077,Four-Door Car,Small
8068,BE92692,Oregon,2487.777024,No,Basic,Bachelor,2/21/11,Employed,M,69236,Rural,Married,63,31,83,1,1,Personal Auto,Personal L2,Offer3,Branch,110.868874,Four-Door Car,Medsize
8348,MD70513,Washington,12759.27844,No,Basic,College,1/20/11,Employed,M,68351,Suburban,Single,107,16,90,0,2,Personal Auto,Personal L2,Offer1,Branch,725.339771,SUV,Medsize
1350,CM59084,Oregon,3600.934326,Yes,Basic,High School or Below,2/25/11,Retired,F,25147,Suburban,Single,101,7,54,0,1,Corporate Auto,Corporate L3,Offer1,Agent,694.598288,SUV,Medsize
3332,JJ94311,Oregon,6627.148927,No,Extended,Bachelor,4/1/2011,Employed,M,82377,Suburban,Married,83,28,19,0,7,Personal Auto,Personal L2,Offer3,Call Center,498.335261,Four-Door Car,Small
4456,XE59612,Nevada,7185.673718,No,Extended,High School or Below,1/17/11,Employed,M,63741,Rural,Single,91,25,15,0,6,Corporate Auto,Corporate L1,Offer3,Call Center,36.980596,Four-Door Car,Medsize
1147,AS97690,Arizona,2411.256575,No,Basic,College,2/23/11,Employed,M,54483,Suburban,Married,61,6,57,0,1,Personal Auto,Personal L1,Offer3,Call Center,292.8,Two-Door Car,Medsize
6989,TN71469,Oregon,4349.104278,No,Basic,College,5/2/2011,Employed,F,90893,Suburban,Single,110,33,0,0,1,Personal Auto,Personal L3,Offer2,Web,700.004018,SUV,Medsize
658,UK25655,Oregon,3435.25008,No,Extended,Bachelor,1/14/11,Employed,F,64348,Rural,Married,86,25,18,0,1,Personal Auto,Personal L2,Offer2,Call Center,212.391975,Two-Door Car,Medsize
4118,YJ24476,Nevada,4558.428807,No,Basic,Bachelor,7/1/2011,Medical Leave,F,14665,Suburban,Married,61,6,82,0,3,Personal Auto,Personal L3,Offer3,Call Center,292.8,Four-Door Car,Small
298,FM46980,Arizona,5720.765064,No,Basic,College,11/2/2011,Employed,M,41770,Suburban,Married,72,0,60,0,9,Personal Auto,Personal L1,Offer2,Branch,476.156957,Four-Door Car,Small
3756,SZ14518,California,8098.96921,No,Basic,College,1/18/11,Unemployed,F,0,Suburban,Divorced,72,15,45,0,2,Personal Auto,Personal L3,Offer3,Call Center,518.4,Four-Door Car,Medsize
8354,JG68387,Nevada,8099.40027,No,Basic,Bachelor,1/27/11,Employed,F,60932,Suburban,Married,101,7,35,0,3,Corporate Auto,Corporate L3,Offer1,Agent,484.8,SUV,Large
8176,JS53793,Arizona,2422.194555,No,Basic,Doctor,1/16/11,Employed,F,25036,Suburban,Married,61,11,30,1,1,Corporate Auto,Corporate L3,Offer2,Agent,292.8,Four-Door Car,Large
6328,JA17689,Arizona,2416.479564,No,Basic,Bachelor,11/2/2011,Unemployed,M,0,Suburban,Married,68,13,93,0,1,Personal Auto,Personal L3,Offer1,Branch,436.411688,Two-Door Car,Medsize
6995,SF29524,Oregon,4518.782768,No,Basic,Doctor,5/1/2011,Retired,M,19186,Suburban,Divorced,62,10,34,0,5,Personal Auto,Personal L1,Offer3,Branch,297.6,Four-Door Car,Small
1839,TG68823,Arizona,5318.89664,Yes,Basic,Bachelor,12/1/2011,Employed,F,25134,Suburban,Married,67,3,0,0,6,Personal Auto,Personal L3,Offer2,Call Center,321.6,Four-Door Car,Small
4414,FT74388,Nevada,4623.624811,No,Basic,High School or Below,1/19/11,Employed,M,97065,Suburban,Single,117,10,0,0,1,Personal Auto,Personal L2,Offer4,Branch,561.6,SUV,Medsize
7790,VR66049,Washington,6689.022728,Yes,Extended,High School or Below,2/13/11,Employed,M,56980,Suburban,Married,84,33,70,0,7,Corporate Auto,Corporate L3,Offer2,Agent,599.000883,Two-Door Car,Medsize
3688,SQ35375,Oregon,5054.334903,No,Basic,Doctor,2/20/11,Employed,F,22241,Suburban,Married,63,1,1,0,6,Personal Auto,Personal L3,Offer2,Web,343.159148,Four-Door Car,Medsize
8342,MD41042,Arizona,5896.536531,No,Basic,College,1/14/11,Employed,F,39293,Urban,Married,74,17,48,0,6,Personal Auto,Personal L3,Offer2,Web,352.740946,Two-Door Car,Medsize
480,LZ34046,Oregon,23594.6802,Yes,Basic,Bachelor,1/31/11,Employed,M,76358,Rural,Married,66,25,3,0,2,Personal Auto,Personal L1,Offer3,Agent,86.461582,Four-Door Car,Medsize
2567,VT85216,Nevada,5335.015944,No,Basic,High School or Below,1/26/11,Unemployed,M,0,Suburban,Single,73,6,97,0,9,Personal Auto,Personal L3,Offer2,Agent,525.6,Four-Door Car,Medsize
6009,QG22665,Arizona,5000.61936,No,Basic,College,2/14/11,Employed,M,43723,Suburban,Married,66,31,61,3,7,Personal Auto,Personal L3,Offer2,Agent,316.8,Four-Door Car,Small
6557,XO70106,Oregon,12421.86213,No,Basic,Bachelor,1/14/11,Employed,M,58781,Urban,Divorced,106,31,37,0,2,Personal Auto,Personal L2,Offer1,Agent,502.46107,SUV,Small
4260,GB44176,Arizona,8378.357502,No,Premium,College,12/2/2011,Employed,M,40994,Rural,Married,106,8,94,0,8,Personal Auto,Personal L2,Offer2,Agent,60.227339,Four-Door Car,Medsize
7602,FS67856,California,13869.92705,Yes,Basic,College,1/21/11,Employed,M,28432,Suburban,Married,118,1,59,0,2,Personal Auto,Personal L3,Offer2,Branch,612.300581,SUV,Small
4953,LQ79472,Arizona,3423.822189,No,Extended,College,1/17/11,Employed,M,99816,Rural,Single,86,0,0,0,1,Corporate Auto,Corporate L2,Offer3,Branch,172.913031,Two-Door Car,Medsize
2793,PR22184,California,9135.291575,No,Basic,College,1/13/11,Employed,F,95330,Suburban,Married,113,1,1,0,3,Corporate Auto,Corporate L2,Offer4,Branch,542.4,Sports Car,Medsize
2850,GB59748,Arizona,6207.171358,No,Extended,College,2/1/2011,Employed,F,49419,Urban,Married,77,3,34,0,4,Personal Auto,Personal L2,Offer2,Web,203.296071,Four-Door Car,Medsize
211,LE95702,California,4386.277558,Yes,Basic,College,11/2/2011,Retired,M,10621,Suburban,Single,67,28,22,0,5,Special Auto,Special L3,Offer1,Agent,321.6,Four-Door Car,Medsize
7981,RQ94849,California,2387.858281,No,Basic,College,2/13/11,Unemployed,M,0,Suburban,Single,67,23,88,0,1,Personal Auto,Personal L3,Offer1,Web,482.4,Four-Door Car,Medsize
998,TS53809,Oregon,7098.91414,No,Basic,Bachelor,7/2/2011,Unemployed,M,0,Suburban,Single,70,18,99,0,2,Personal Auto,Personal L1,Offer1,Agent,349.783046,Two-Door Car,Medsize
5815,UN50538,Oregon,6395.351807,No,Extended,Bachelor,2/1/2011,Employed,F,72667,Urban,Married,80,2,58,0,9,Personal Auto,Personal L1,Offer1,Agent,383.228397,Four-Door Car,Large
5330,GS26763,California,11633.57855,No,Extended,Bachelor,2/21/11,Employed,F,39669,Suburban,Married,98,13,63,0,2,Personal Auto,Personal L3,Offer2,Agent,492.935479,Two-Door Car,Small
3732,HU94030,Arizona,10103.65572,No,Extended,High School or Below,1/27/11,Employed,F,46667,Rural,Single,129,27,84,1,3,Corporate Auto,Corporate L2,Offer1,Branch,59.526095,SUV,Large
104,UN51653,California,9402.729769,No,Extended,High School or Below,9/2/2011,Unemployed,F,0,Suburban,Single,130,28,88,0,4,Personal Auto,Personal L3,Offer1,Web,936.0,SUV,Medsize
7035,AA56476,Arizona,5595.389905,Yes,Basic,High School or Below,5/2/2011,Employed,F,74454,Suburban,Single,71,25,29,0,3,Corporate Auto,Corporate L2,Offer2,Call Center,340.8,Four-Door Car,Medsize
3351,WB43408,Oregon,4598.235733,No,Basic,College,1/15/11,Employed,F,51523,Suburban,Married,116,11,20,0,1,Personal Auto,Personal L3,Offer4,Branch,738.840818,SUV,Medsize
8812,IV60781,California,4014.453113,Yes,Extended,Doctor,8/1/2011,Employed,F,37384,Suburban,Married,99,9,17,0,1,Personal Auto,Personal L1,Offer2,Agent,475.2,Four-Door Car,Medsize
5277,FE20514,Oregon,5065.486772,No,Basic,College,1/16/11,Employed,M,26733,Urban,Single,66,7,55,0,5,Personal Auto,Personal L1,Offer2,Web,218.717113,Four-Door Car,Medsize
8488,ED61615,California,7950.178237,No,Basic,High School or Below,1/21/11,Employed,M,26189,Suburban,Single,69,6,42,0,2,Personal Auto,Personal L2,Offer3,Agent,331.2,Four-Door Car,Small
5691,LJ43082,Oregon,4638.945365,No,Basic,College,4/2/2011,Unemployed,F,0,Rural,Divorced,71,33,48,3,7,Personal Auto,Personal L3,Offer3,Call Center,143.276484,Two-Door Car,Large
3151,PM63319,Washington,4529.976333,No,Basic,College,2/22/11,Unemployed,F,0,Suburban,Single,65,7,67,0,7,Personal Auto,Personal L1,Offer1,Agent,438.369382,Four-Door Car,Medsize
6605,BQ88033,Oregon,42389.00791,No,Extended,College,2/17/11,Employed,M,82554,Rural,Married,132,6,15,0,2,Personal Auto,Personal L1,Offer1,Branch,154.749492,Sports Car,Medsize
8214,WR73970,Arizona,2960.567044,No,Basic,Bachelor,2/20/11,Employed,M,92070,Suburban,Married,74,16,1,0,1,Corporate Auto,Corporate L2,Offer3,Branch,368.669336,Four-Door Car,Medsize
5367,VR45143,Arizona,2488.241391,No,Basic,High School or Below,1/20/11,Employed,F,48597,Urban,Single,71,12,63,5,1,Corporate Auto,Corporate L3,Offer4,Agent,305.697525,Four-Door Car,Medsize
5977,YE46109,Arizona,10839.50749,No,Extended,College,9/1/2011,Medical Leave,F,26367,Rural,Married,139,7,26,0,3,Personal Auto,Personal L2,Offer1,Branch,105.991559,SUV,Small
2328,AM26717,California,3123.080994,Yes,Basic,Bachelor,2/19/11,Unemployed,M,0,Suburban,Married,101,1,83,4,1,Personal Auto,Personal L1,Offer1,Agent,960.115399,SUV,Large
508,SV38190,Nevada,6481.526576,No,Extended,Bachelor,1/13/11,Employed,F,30689,Suburban,Married,81,23,51,0,5,Personal Auto,Personal L2,Offer4,Branch,467.24802,Four-Door Car,Medsize
2132,NV69875,Oregon,2956.358303,No,Basic,High School or Below,1/22/11,Employed,M,40901,Rural,Married,74,2,36,0,1,Corporate Auto,Corporate L2,Offer4,Branch,13.628274,Four-Door Car,Medsize
9064,QO56615,California,2980.010499,No,Extended,College,9/2/2011,Medical Leave,F,13535,Suburban,Married,80,7,53,1,1,Personal Auto,Personal L3,Offer2,Agent,384.0,Four-Door Car,Small
2227,UF44021,California,2108.493744,No,Basic,Bachelor,2/1/2011,Unemployed,M,0,Suburban,Single,61,8,91,0,1,Personal Auto,Personal L2,Offer1,Agent,351.85681,Two-Door Car,Medsize
1262,VU32116,Oregon,3546.400212,No,Basic,College,9/1/2011,Unemployed,F,0,Suburban,Single,103,11,92,0,1,Personal Auto,Personal L3,Offer3,Branch,621.959357,SUV,Small
6146,VE47660,Oregon,9033.246265,No,Basic,High School or Below,5/2/2011,Employed,F,30004,Suburban,Married,112,12,42,0,5,Personal Auto,Personal L3,Offer3,Web,806.4,SUV,Medsize
1889,AI47152,Nevada,7992.779105,No,Basic,College,1/21/11,Employed,F,35434,Urban,Married,66,19,26,0,2,Personal Auto,Personal L2,Offer2,Agent,297.051768,Four-Door Car,Medsize
5807,CR85257,Oregon,4996.545123,No,Basic,High School or Below,5/2/2011,Employed,M,99761,Suburban,Single,63,0,73,0,3,Corporate Auto,Corporate L3,Offer2,Branch,452.246664,Two-Door Car,Medsize
2214,MD43085,Oregon,3975.321516,No,Premium,Doctor,8/2/2011,Employed,F,67895,Urban,Married,101,25,27,4,1,Personal Auto,Personal L3,Offer2,Call Center,403.937672,Four-Door Car,Medsize
495,UV12583,California,4700.583771,No,Basic,College,2/18/11,Employed,F,76694,Suburban,Married,117,34,23,0,1,Personal Auto,Personal L1,Offer4,Agent,561.6,SUV,Medsize
